id,backers_count,category,pledged,state,blurb_length,goal_in_usd,campaign_duration,sub_category
0,128,publishing,4718,1,17,5770.03,40,zines
1,0,publishing,0,0,22,3804.7,30,zines
2,1,publishing,25,0,20,1705.15,30,zines
3,2,publishing,120,0,19,5371.42,60,zines
4,0,publishing,0,0,16,9.15,30,zines
5,515,publishing,18952.01,1,12,12500,30,zines
6,59,publishing,2015.8,1,22,350,30,zines
7,0,publishing,0,0,20,650,30,zines
8,195,publishing,11032,1,16,12509.87,36,zines
9,0,publishing,0,0,22,204090.96,60,zines
10,592,publishing,17660.5,1,16,8655.76,30,zines
11,45,publishing,1655,1,14,500,60,zines
12,0,publishing,0,0,21,550,48,zines
13,28,publishing,500,1,19,500,30,zines
14,21,publishing,146.32,1,18,13.56,30,zines
15,1,publishing,6,0,5,23354.99,30,zines
16,90,publishing,896.11,1,12,550,14,zines
17,15,publishing,250,1,8,200,25,zines
18,14,publishing,300,1,19,383.99,32,zines
19,48,publishing,1389,1,14,1655.57,21,zines
20,252,publishing,4463,1,12,932.83,30,zines
21,8,publishing,1500,1,24,1500,40,zines
22,0,publishing,0,0,20,500,30,young adult
23,10,publishing,1151,0,15,5830.82,30,young adult
24,59,publishing,3402,1,22,2197.91,32,young adult
25,23,publishing,1345,0,21,7500,30,young adult
26,71,publishing,3625,1,21,3000,15,young adult
27,1,publishing,1,0,23,5000,30,young adult
28,43,publishing,2718,0,24,18000,28,young adult
29,0,publishing,0,0,17,5362.76,30,young adult
30,8,publishing,315,1,5,300,60,young adult
31,9,publishing,2819,0,28,9670.13,44,young adult
32,2,publishing,60,0,19,2000,40,young adult
33,40,publishing,2797,0,21,28000,30,young adult
34,6,publishing,337,0,24,4147.68,30,young adult
35,4,publishing,200,0,22,5000,30,young adult
36,0,publishing,0,0,29,50000,30,young adult
37,0,publishing,0,0,24,554.32,60,young adult
38,2,publishing,70,0,23,2000,33,young adult
39,19,publishing,510,0,19,10500,33,young adult
40,1,publishing,150,0,14,1744.37,30,young adult
41,1,publishing,100,0,19,2700,30,young adult
42,200,publishing,9777,1,28,7500,31,young adult
43,0,publishing,0,0,28,5000,30,young adult
44,1,publishing,1,0,18,3781.98,30,young adult
45,4,publishing,139,0,20,15000,40,young adult
46,0,publishing,0,0,22,1000,30,young adult
47,0,publishing,0,0,22,31644.36,45,young adult
48,6,publishing,901.29,1,24,677.88,30,young adult
49,1,publishing,100,0,22,58220.28,30,young adult
50,4,publishing,240,0,20,2802.2,60,young adult
51,0,music,0,0,21,5000,32,world music
52,23,music,11350,1,27,10000,47,world music
53,38,music,1646,0,20,5000,30,world music
54,153,music,9807,1,23,7500,32,world music
55,87,music,6515,1,18,6000,25,world music
56,57,music,2454,1,20,1800,14,world music
57,1,music,1,0,20,518121.12,25,world music
58,0,music,0,0,19,10000,59,world music
59,34,music,2534,0,17,12000,45,world music
60,1,music,10,0,9,75000,60,world music
61,1,music,1,0,21,1500,30,world music
62,63,music,3103,1,24,3000,45,world music
63,5,music,108,0,16,6000,28,world music
64,90,music,3562,1,23,2750,21,world music
65,48,music,720,0,15,1464.21,18,world music
66,57,music,2357,0,21,15000,30,world music
67,32,music,1105.03,1,19,1000,42,world music
68,22,music,640,1,18,500,33,world music
69,69,music,3455,1,17,3000,30,world music
70,53,music,3353,1,16,2500,60,world music
71,4,music,818.8,0,21,911.26,8,world music
72,5,music,159,1,9,121.59,35,world music
73,2,music,17,0,9,1500,30,world music
74,174,music,9977,1,14,9932,30,world music
75,103,music,1556.1,0,24,5000,30,world music
76,168,music,9291,1,20,5753,30,world music
77,103,music,6232.01,1,18,3945,30,world music
78,1,music,1,0,23,15993.29,30,world music
79,6,music,261,0,19,15000,60,world music
80,56,music,4613,1,24,3600,30,world music
81,0,music,0,0,22,36439.61,45,world music
82,43,music,661,1,9,622.8,60,world music
83,2,music,6,0,2,7000,60,world music
84,69,music,3760,0,25,10000,45,world music
85,84,music,72195.8,1,11,3517.43,52,world music
86,5,music,170,0,18,80332.83,21,world music
87,18,music,361,0,24,5000,60,world music
88,3,music,13,0,18,30000,60,world music
89,23,music,1996.55,0,23,7000,30,world music
90,37,music,15466.8,0,20,12227.8,60,world music
91,0,music,0,0,19,361.36,18,world music
92,4,music,195,0,21,6500,30,world music
93,4,music,126,0,22,700,17,world music
94,121,music,6291,1,22,6000,77,world music
95,92,music,7982.77,0,18,30000,36,world music
96,230,music,20780,1,19,20729,30,world music
97,49,music,1039,1,15,1136.19,21,world music
98,49,music,1642,1,11,1500,30,world music
99,40,music,3145,1,25,3000,38,world music
100,130,music,10300,1,20,10000,46,world music
101,42,music,2168,0,16,9300,30,world music
102,0,dance,0,0,19,629.15,16,workshops
103,15,dance,657,0,19,10950,60,workshops
104,10,dance,500,1,22,500,45,workshops
105,243,dance,8507,1,19,8000,27,workshops
106,2,dance,65,0,24,3500,29,workshops
107,52,dance,4070,1,19,4000,32,workshops
108,6,dance,375,0,21,2100,30,workshops
109,34,dance,711,1,17,940.8,20,workshops
110,52,dance,4286.75,1,16,4000,30,workshops
111,51,dance,5045,1,19,4500,33,workshops
112,29,crafts,5304,1,15,5000,30,woodworking
113,16,crafts,1544,1,20,250,7,woodworking
114,93,crafts,13281,1,25,13363.03,30,woodworking
115,42,crafts,3744,1,18,600,30,woodworking
116,43,crafts,2663.5,1,15,800,21,woodworking
117,36,crafts,2371,1,18,1500,21,woodworking
118,64,crafts,7637,1,21,6500,37,woodworking
119,12,crafts,905,1,9,800,45,woodworking
120,30,crafts,1264,1,10,600,30,woodworking
121,8,crafts,324,1,19,300,30,woodworking
122,50,crafts,5544,1,20,1500,31,woodworking
123,176,crafts,45050,1,10,25558.3,38,woodworking
124,7,crafts,285,0,8,1560,30,woodworking
125,13,crafts,412,0,24,1000,45,woodworking
126,15,crafts,547,1,16,500,30,woodworking
127,23,crafts,877,0,19,2200,33,woodworking
128,9,crafts,202,0,17,550,15,woodworking
129,3,crafts,76,0,20,5000,30,woodworking
130,7,crafts,478,0,21,3462.71,30,woodworking
131,51,crafts,5259,1,19,250,10,woodworking
132,8,crafts,5221,1,21,5000,30,woodworking
133,3,crafts,53,0,6,500,60,woodworking
134,38,crafts,4156,1,15,250,10,woodworking
135,3,crafts,230,0,18,650,30,woodworking
136,9,crafts,930,1,21,500,23,woodworking
137,1,crafts,5,0,9,5000,14,woodworking
138,0,crafts,0,0,27,8957.02,37,woodworking
139,62,crafts,4055,1,23,1000,20,woodworking
140,36,crafts,1643,1,14,900,30,woodworking
141,0,crafts,0,0,14,93.66,45,woodworking
142,2,crafts,55,0,10,1000,30,woodworking
143,48,crafts,1216.5,1,10,15,20,woodworking
144,3,crafts,620,0,22,3326.6,30,woodworking
145,12,crafts,430,0,13,5000,30,woodworking
146,3,crafts,35,0,9,5000,60,woodworking
147,36,crafts,3786,0,23,5000,33,woodworking
148,2,crafts,10,0,14,500,30,woodworking
149,0,crafts,0,0,19,8996.4,14,woodworking
151,7,crafts,491,0,22,2500,20,woodworking
152,10,crafts,171,1,18,100,8,woodworking
153,3,crafts,52,0,21,7419,60,woodworking
154,0,crafts,0,0,18,10000,30,woodworking
155,0,crafts,0,0,22,500,30,woodworking
156,3,crafts,116,0,21,2500,60,woodworking
157,37,crafts,2168.73,1,20,1000,20,woodworking
158,0,crafts,0,0,28,10000,30,woodworking
159,0,crafts,0,0,24,5000,30,woodworking
160,11,crafts,990.29,0,5,3372.68,30,woodworking
161,0,crafts,0,0,21,200,30,woodworking
162,6,crafts,242,0,21,2500,7,woodworking
163,109,crafts,5507.5,1,18,2000,33,woodworking
164,12,crafts,2191,1,14,2679.21,30,woodworking
165,2,crafts,2,0,25,7478.82,60,woodworking
166,32,crafts,1797,1,18,500,14,woodworking
167,99,crafts,6015,1,21,1800,30,woodworking
168,49,crafts,2471,1,4,2000,30,woodworking
169,102,crafts,8889,1,25,3484.9,34,woodworking
170,20,crafts,1009,1,19,1000,15,woodworking
171,119,crafts,10786,1,15,10000,30,woodworking
172,27,crafts,941,0,18,2500,30,woodworking
173,1,crafts,5,0,19,2600,30,woodworking
174,42,crafts,1946,1,25,1153.25,30,woodworking
175,21,crafts,300,1,12,250,30,woodworking
176,51,crafts,4529,1,24,1300,22,woodworking
177,9,crafts,701,0,22,17500,30,woodworking
178,34,crafts,5753,1,7,5000,23,woodworking
179,2,crafts,45,0,22,2000,30,woodworking
180,57,crafts,2076,1,9,200,60,woodworking
181,2,crafts,510,0,22,8871.24,30,woodworking
182,3,crafts,161,0,15,18200,30,woodworking
183,2,crafts,2.29,0,20,4571.58,30,woodworking
184,0,crafts,0,0,20,3000,50,woodworking
185,68,crafts,5410,1,21,1500,30,woodworking
186,1,crafts,1,0,20,15950.95,30,woodworking
187,74,crafts,5496,1,19,250,10,woodworking
188,39,crafts,3942,1,10,500,30,woodworking
189,1,crafts,10,0,28,1000,30,woodworking
190,15,crafts,587,0,21,5000,30,woodworking
191,0,crafts,0,0,26,13250,30,woodworking
192,37,crafts,2456,1,19,1000,30,woodworking
193,8,crafts,261,0,11,1000,24,woodworking
194,5,crafts,871,0,21,8000,29,woodworking
195,3,crafts,20,0,21,5000,30,woodworking
196,48,crafts,2820,1,20,500,26,woodworking
197,4,crafts,469,0,24,10000,30,woodworking
198,12,crafts,2311,1,23,2000,37,woodworking
199,0,crafts,0,0,20,977,30,woodworking
200,42,crafts,13500,1,21,10000,60,woodworking
201,13,crafts,1000,1,15,1000,30,woodworking
202,17,crafts,1504,1,17,2103.07,45,woodworking
203,2,crafts,40,0,14,1000,30,woodworking
204,6,crafts,617,1,24,200,15,woodworking
205,99,crafts,8596,1,22,5000,30,woodworking
206,7,crafts,280,0,18,4000,30,woodworking
207,1,crafts,25,0,19,10000,29,woodworking
208,1,crafts,25,0,23,7500,30,woodworking
209,0,crafts,0,0,24,80000,30,woodworking
210,5,crafts,47,0,12,72701.72,30,woodworking
211,20,crafts,1232,0,18,7500,30,woodworking
212,1,crafts,63,0,20,1600,30,woodworking
213,2,crafts,21,0,23,20000,21,woodworking
214,2,crafts,51,0,22,1500,45,woodworking
215,32,crafts,1561,1,24,500,30,woodworking
216,73,crafts,4582,1,21,2000,23,woodworking
217,24,crafts,843.32,1,19,491.51,30,woodworking
218,37,crafts,2586,1,10,250,9,woodworking
219,8,crafts,793,1,17,200,9,woodworking
220,43,crafts,3187,1,11,2000,30,woodworking
221,7,crafts,1547,1,23,1500,45,woodworking
222,0,crafts,0,0,11,4000,30,woodworking
223,15,crafts,981,1,19,500,30,woodworking
224,23,crafts,1870,1,21,1800,15,woodworking
225,32,crafts,2083,0,20,5000,30,woodworking
226,4,crafts,35,0,23,1000,30,woodworking
227,48,crafts,2907,1,22,500,30,woodworking
228,3,crafts,10,0,21,2331.24,60,woodworking
229,24,crafts,32155,1,24,4506.53,30,woodworking
230,1,crafts,1,0,11,1000,30,woodworking
231,0,crafts,0,0,12,5000,30,woodworking
232,3,crafts,21,0,22,1648.47,30,woodworking
233,10,crafts,166.29,1,24,116.52,14,woodworking
234,83,crafts,6887.2,1,22,4802.35,30,woodworking
235,2165,crafts,14469462,1,14,962.82,30,woodworking
236,4,crafts,400,0,24,1507.62,30,woodworking
237,48,crafts,2744,1,7,1000,30,woodworking
238,1,crafts,20,0,22,2000,45,woodworking
239,0,crafts,0,0,23,200,29,woodworking
240,1,crafts,1,0,9,5000,30,woodworking
241,12,crafts,730,0,18,6000,30,woodworking
242,11,crafts,1030,1,16,500,45,woodworking
243,5,crafts,31,0,20,500,30,woodworking
244,6,crafts,1715,0,14,10000,30,woodworking
245,8,crafts,432,0,4,5000,30,woodworking
246,13,crafts,172,0,9,864.61,33,woodworking
247,2,crafts,195,0,22,1996,21,woodworking
248,284,crafts,137262,1,15,1354.83,28,woodworking
249,19,crafts,674.29,0,6,1524.03,30,woodworking
250,0,crafts,0,0,24,186,13,woodworking
251,15,crafts,931,0,20,7000,55,woodworking
252,2,crafts,2,0,6,2203.85,30,woodworking
253,1,crafts,32,0,20,3023.96,20,woodworking
254,2,crafts,35,0,22,26300,9,woodworking
255,1,crafts,5,0,14,1000,30,woodworking
256,1,crafts,400,0,20,325000,30,woodworking
257,12,crafts,1003,1,18,170,20,woodworking
258,3,crafts,175,0,19,20000,60,woodworking
259,60,crafts,16728,1,22,10993.02,35,woodworking
260,0,crafts,0,0,20,23160.37,40,woodworking
261,3,crafts,275,0,22,5000,60,woodworking
262,0,crafts,0,0,20,5000,30,woodworking
263,11,crafts,360,0,26,10000,35,woodworking
264,134,film & video,18141,1,22,19321.88,30,webseries
265,6,film & video,165,1,22,156.59,16,webseries
266,4,film & video,33,0,23,100000,30,webseries
267,84,film & video,7036.66,1,19,7000,30,webseries
268,152,film & video,11676,1,18,9000,30,webseries
269,1,film & video,1,0,25,25000,30,webseries
270,0,film & video,0,0,16,777.52,30,webseries
271,39,film & video,3121.75,1,22,3000,32,webseries
272,3,film & video,42,0,21,30000,47,webseries
273,2,film & video,2,0,18,800000,43,webseries
274,6,film & video,600,1,14,600,30,webseries
275,35,film & video,1005,1,17,1442.66,30,webseries
276,15,film & video,262,1,17,77,30,webseries
277,10,film & video,260,1,20,175,11,webseries
278,158,film & video,20215,1,19,20000,30,webseries
279,72,film & video,5505,1,16,5000,30,webseries
280,196,film & video,13000,1,18,12000,30,webseries
281,26,film & video,20110,1,15,1050.84,25,webseries
282,74,film & video,5601,1,23,4000,30,webseries
283,144,film & video,7574.55,1,14,5000,30,webseries
284,192,film & video,14235,1,22,10000,21,webseries
285,10,film & video,4600,1,23,4000,28,webseries
286,140,film & video,11330.6,1,12,7210.37,30,webseries
287,156,film & video,15246.03,1,19,15000,30,webseries
288,242,film & video,7860.66,1,19,1200,30,webseries
289,1,film & video,1,0,24,49400,56,webseries
290,70,film & video,3492,0,13,7000,35,webseries
291,29,film & video,1075.2,1,15,1000,45,webseries
292,16,film & video,1033,1,20,1437.72,30,webseries
293,14,film & video,1098.26,1,24,1000,30,webseries
294,1,film & video,50,0,17,10757.55,30,webseries
295,60,film & video,2921.37,1,23,2500,35,webseries
296,328,film & video,5605.38,1,9,4500,30,webseries
297,23,film & video,1594,0,9,11231.54,30,webseries
298,1,film & video,1,0,16,10000,60,webseries
299,72,film & video,37770.71,1,16,3207.99,60,webseries
300,1,film & video,1,0,14,1100,30,webseries
301,93,film & video,10022,1,17,10000,30,webseries
302,26,film & video,706,1,22,700,30,webseries
303,1,film & video,1,0,23,500,24,webseries
304,147,film & video,15700,1,19,14000,31,webseries
305,66,film & video,3450,1,20,3350,25,webseries
306,66,film & video,2024.11,1,26,2000,30,webseries
307,178,film & video,15122.03,1,21,10000,29,webseries
308,9,film & video,391,0,12,2500,60,webseries
309,1,film & video,1000,1,16,1000,5,webseries
310,3,film & video,71,0,23,10000,60,webseries
311,115,film & video,3245.18,1,17,3000,30,webseries
312,87,film & video,11360,1,10,8000,46,webseries
313,61,film & video,4600,1,11,3500,30,webseries
314,23,film & video,16228.8,0,23,7659.49,30,webseries
315,256,film & video,25785,1,24,15000,30,webseries
316,26,film & video,50268.8,1,13,2233.35,60,webseries
317,27,film & video,1005,1,24,1000,41,webseries
318,68,film & video,30451,1,20,30000,35,webseries
319,116,film & video,3032,1,17,2500,30,webseries
320,15,film & video,1581,0,18,5000,30,webseries
321,23,film & video,4759,1,5,2000,40,webseries
322,260,film & video,30245,1,9,18000,28,webseries
323,54,film & video,8852,1,21,7343.68,23,webseries
324,67,film & video,15435,1,24,15000,24,webseries
325,2,film & video,21,0,6,307.17,38,webseries
326,2,film & video,68.8,0,22,149.38,25,webseries
327,76,film & video,13126,1,20,12500,60,webseries
328,7,film & video,142,0,24,100000,50,webseries
329,33,film & video,1454,1,17,1350,10,webseries
330,44,film & video,3177,1,17,2000,19,webseries
331,246,film & video,10251.91,1,18,10000,30,webseries
332,20,film & video,5000,1,20,5000,31,webseries
333,219,film & video,9268,1,25,6955,16,webseries
334,8,film & video,372,0,13,18200,45,webseries
335,1,film & video,1,0,24,6000,30,webseries
336,49,film & video,12305,1,22,12000,30,webseries
337,9,film & video,500,1,4,500,60,webseries
338,7,film & video,405,0,15,7524.45,61,webseries
339,11,film & video,665,1,19,600,42,webseries
340,1379,film & video,67866.74,1,9,50000,30,webseries
341,325,film & video,22042,1,20,15000,30,webseries
342,100,film & video,4825,1,13,4500,12,webseries
343,72,film & video,6000.99,1,23,5600,28,webseries
344,46,film & video,3565,1,25,3000,51,webseries
345,29,film & video,318,1,20,35.06,14,webseries
346,32,film & video,2437,1,23,2000,20,webseries
347,2,film & video,2,0,6,15000,29,webseries
348,0,film & video,0,0,19,15000,30,webseries
349,1,film & video,1,0,12,5000,50,webseries
350,207,film & video,8415,1,24,8000,46,webseries
351,1,film & video,1,0,25,10000,60,webseries
353,8,film & video,632,1,21,600,30,webseries
354,31,film & video,4005,1,20,4000,29,webseries
355,16,film & video,1045,1,13,1000,30,webseries
356,18,film & video,1055,1,23,1000,22,webseries
357,20,film & video,766,0,22,5000,60,webseries
358,11,film & video,505,1,17,500,30,webseries
359,4,film & video,2218.8,0,7,15439.96,45,webseries
360,109,film & video,30568.33,1,27,30000,35,webseries
361,330,film & video,116125,0,8,132062.54,30,webseries
362,41,film & video,2293,1,19,2000,20,webseries
363,36,film & video,2015,1,14,2000,38,webseries
364,105,film & video,4458.23,1,19,3500,30,webseries
365,509,film & video,22826,1,22,3114.3,30,webseries
366,19,film & video,760,1,21,750,9,webseries
367,4,film & video,31,0,10,11300,60,webseries
368,9,film & video,405,1,8,399,30,webseries
369,55,film & video,3900.67,1,10,3500,30,webseries
370,281,film & video,16531,1,23,11824.11,30,webseries
371,39,film & video,4406,1,24,3300,30,webseries
372,158,film & video,12371.29,1,23,12000,30,webseries
373,178,film & video,6056,1,22,5000,30,webseries
374,97,film & video,5737,1,17,5000,21,webseries
375,149,film & video,17532,1,9,15000,30,webseries
376,59,film & video,1857,1,19,1700,30,webseries
377,86,film & video,3052,1,17,2500,23,webseries
378,1564,film & video,159485,1,23,150000,32,webseries
379,12,film & video,862,1,26,650,12,webseries
380,15,film & video,945,1,28,850,60,webseries
381,9,film & video,277,1,23,297.01,60,webseries
383,62,film & video,18560,1,20,17000,30,webseries
384,41,film & video,1760,1,26,1350,16,webseries
385,131,film & video,7707,1,23,7500,30,webseries
386,75,film & video,5334,0,25,35000,47,webseries
387,138,film & video,15060,1,14,12000,30,webseries
388,1931,comics,119908.34,1,18,20000,32,webcomics
389,44,comics,11075,0,19,15000,30,webcomics
390,160,comics,3402,1,17,2536.65,30,webcomics
391,23,comics,1203.29,0,23,3170.09,30,webcomics
392,381,comics,23315,1,18,20000,36,webcomics
393,2,comics,26,0,22,405.38,34,webcomics
394,13,comics,233,1,24,220,11,webcomics
395,167,comics,7712,1,12,3000,30,webcomics
396,142,comics,8132,1,21,8000,28,webcomics
397,575,comics,26593,1,16,15000,26,webcomics
398,62,comics,2136,0,19,6000,30,webcomics
399,41,comics,1592,0,21,4000,33,webcomics
400,2,comics,20,0,20,100,30,webcomics
401,6,comics,248,0,15,3300,30,webcomics
402,63,comics,2442,1,23,1942.59,21,webcomics
403,4,comics,130,0,19,3000,30,webcomics
404,112,comics,2576,1,14,450,30,webcomics
405,108,comics,8543,0,23,13000,30,webcomics
406,1252,comics,70851.44,1,12,24000,30,webcomics
407,523,comics,16008.29,1,25,5318.39,30,webcomics
408,97,comics,2029,1,19,250,30,webcomics
409,41,comics,818,1,8,500,15,webcomics
410,3,comics,35,0,24,120,3,webcomics
411,192,comics,16279.01,1,20,14000,29,webcomics
412,1,comics,1,0,8,10000,30,webcomics
413,231,comics,13434,1,12,10000,17,webcomics
414,33,comics,1865,1,14,1800,30,webcomics
415,22,comics,1173,0,23,2500,30,webcomics
416,15,comics,539,1,18,500,60,webcomics
417,20,comics,439,1,21,50,30,webcomics
418,76,comics,1843.21,1,17,462.53,30,webcomics
419,334,comics,23330.99,1,21,7469.44,31,webcomics
420,6,comics,400,0,24,1289.04,33,webcomics
421,92,comics,1651,1,18,500,15,webcomics
422,2,comics,117.8,0,8,51.88,30,webcomics
423,416,comics,16156,1,19,7803,30,webcomics
424,51,comics,2095,1,12,500,10,webcomics
425,1,comics,8,0,26,9000,31,webcomics
426,142,comics,6455,1,21,3500,30,webcomics
427,13,comics,496,0,19,6467.75,33,webcomics
428,39,comics,1464,1,8,600,30,webcomics
429,7,comics,587,0,21,3600,30,webcomics
430,1091,comics,48129,1,20,13901,31,webcomics
431,2662,comics,260942.13,1,12,50000,30,webcomics
432,3,comics,41,0,18,600,30,webcomics
433,107,comics,5728,1,22,5000,15,webcomics
434,36,comics,655,1,7,300,20,webcomics
435,4,comics,1004,1,2,1286.26,60,webcomics
436,6650,comics,530310.34,1,20,25000,29,webcomics
437,1,comics,4,0,23,26000,40,webcomics
438,395,comics,20490,1,19,17010,33,webcomics
439,3,comics,12,0,22,3000,60,webcomics
440,8,comics,326,1,19,200,10,webcomics
441,40,comics,653,0,21,7516.4,60,webcomics
442,34,comics,990.29,0,18,3828,40,webcomics
443,5,comics,211,0,22,2200,28,webcomics
444,36,comics,660,1,27,390.07,33,webcomics
445,32,comics,842,1,23,500,15,webcomics
446,480,comics,20661,1,17,12000,28,webcomics
447,8,comics,143,0,21,3000,60,webcomics
448,5,comics,23,0,19,189.16,28,webcomics
449,8,comics,830,0,23,153.25,60,webcomics
450,38,comics,2368,1,17,1500,30,webcomics
451,52,comics,1048,1,21,700,14,webcomics
452,54,comics,1315,1,23,250,7,webcomics
453,271,comics,18135.29,1,15,8879.06,22,webcomics
454,397,comics,11095,1,17,1800,22,webcomics
455,95,comics,3216,0,22,10100,30,webcomics
456,3729,comics,351076.41,1,22,75000,40,webcomics
457,1,comics,100,0,21,2261,60,webcomics
458,91,comics,3032,0,9,20000,24,webcomics
459,621,comics,32915,1,20,15000,30,webcomics
460,16,comics,809,0,21,10315.41,60,webcomics
461,6,comics,162,0,22,1000,30,webcomics
462,8,comics,157,0,6,1000,30,webcomics
463,72,comics,2388,1,18,1000,30,webcomics
464,123,comics,4014,1,22,3000,30,webcomics
465,19,comics,569,1,22,330.34,33,webcomics
466,26,comics,1033,0,21,3500,36,webcomics
467,5,comics,37,0,14,2500,58,webcomics
468,8,comics,116,0,22,2000,30,webcomics
469,3,comics,36,0,20,500,30,webcomics
470,3,comics,53,0,24,1000,31,webcomics
471,1,comics,10,0,22,222.42,60,webcomics
472,2,comics,11,0,18,655.09,20,webcomics
473,368,comics,15080,1,21,8000,30,webcomics
474,10,comics,305,0,16,4500,35,webcomics
475,23,comics,1087,1,12,650,30,webcomics
476,29,comics,1232,1,23,800,30,webcomics
477,32,comics,1958,0,23,94000,56,webcomics
478,0,comics,0,0,17,766.56,30,webcomics
479,500,comics,13669,1,13,6122.47,30,webcomics
480,309,comics,12943.69,1,17,4000,23,webcomics
481,35,comics,1143,1,12,950,30,webcomics
482,17,comics,1005,1,18,350,25,webcomics
483,99,comics,5093,0,17,15000,30,webcomics
484,1,comics,18.8,0,6,614.19,60,webcomics
485,59,comics,2569,1,24,2500,22,webcomics
486,417,comics,24232.22,1,23,20000,30,webcomics
487,182,comics,7822,1,14,3000,30,webcomics
488,17,comics,448,1,24,220,15,webcomics
489,1193,comics,45103.85,1,20,15000,30,webcomics
490,101,comics,5720,1,23,5000,30,webcomics
491,7,comics,355,1,8,355,27,webcomics
492,205,comics,6743,1,17,5500,21,webcomics
493,0,comics,0,0,8,500,30,webcomics
494,43,comics,1099,1,12,500,30,webcomics
495,1547,comics,50298.2,1,23,6000,23,webcomics
496,209,comics,7389.55,1,17,5500,29,webcomics
497,3,comics,31,0,22,1200,30,webcomics
498,69,comics,1256,1,18,800,14,webcomics
499,1,comics,15,0,22,1500,21,webcomics
500,131,comics,9350,1,20,6718.09,30,webcomics
501,11,comics,509,0,20,800,30,webcomics
502,103,comics,3926,1,22,1200,30,webcomics
503,627,comics,20939,1,22,8117.38,32,webcomics
504,81,comics,4685.69,0,21,7500,30,webcomics
505,6,comics,485.17,0,19,1962.26,45,webcomics
506,8,comics,1334,1,26,1200,30,webcomics
507,87,comics,3212,1,22,2000,30,webcomics
508,3,technology,3,0,20,15000,30,web
509,0,technology,0,0,22,4500,21,web
510,2,technology,2,0,15,3000,25,web
511,0,technology,0,0,7,167345.34,30,web
512,0,technology,0,0,14,50000,30,web
513,0,technology,0,0,24,30000,30,web
514,0,technology,0,0,22,596.8,30,web
515,3,technology,27.5,0,22,600,45,web
516,2,technology,2,0,24,500,14,web
517,77,technology,5178,0,16,51900.87,31,web
518,4,technology,29,0,15,2000,53,web
519,1,technology,50,0,17,250000,30,web
520,10,technology,178,0,21,5165.42,30,web
521,24,technology,278,0,12,11166.77,30,web
522,0,technology,0,0,13,60000,60,web
523,0,technology,0,0,17,10000,54,web
524,0,technology,0,0,24,1250,20,web
525,0,technology,0,0,21,352673.14,60,web
526,5,technology,194,0,8,1000,45,web
527,136,technology,3340,1,15,2500,23,web
528,13,technology,4102,0,21,20000,30,web
529,292,technology,10001,1,19,3000,43,web
530,0,technology,0,0,21,166991.37,30,web
531,0,technology,0,0,21,18000,30,web
532,1,technology,1,0,23,300000,30,web
533,2,technology,118.8,0,18,7845.6,30,web
534,2,technology,126,0,16,1103.67,30,web
535,1,technology,1.32,0,18,7278.42,30,web
536,1,technology,1,0,21,2000,60,web
537,1,technology,21,0,3,157470.19,10,web
538,5,technology,23,0,19,2000,60,web
539,0,technology,0,0,19,75000,45,web
540,15,technology,500.29,0,23,3827.56,30,web
541,3,technology,1001,1,16,500,7,web
542,212,technology,25336,1,13,25000,36,web
543,1,technology,1,0,18,20724.76,30,web
544,3,technology,12,0,23,49458.88,30,web
545,8,technology,550,0,24,22898.15,45,web
546,2,technology,5,0,24,5900.28,30,web
547,2,technology,101,0,21,5000,29,web
548,48,technology,5075,1,20,2500,30,web
549,0,technology,0,0,21,7107.4,25,web
550,16,technology,180,0,17,341489.24,60,web
551,1,technology,15,0,20,21793.21,45,web
552,16,technology,5693,0,21,42094.24,40,web
553,10,technology,1091,0,22,35000,30,web
554,1,technology,10,0,11,372453.35,30,web
555,1,technology,1,0,25,9403.07,60,web
556,1,technology,1000,0,21,100000,34,web
557,3,technology,16,0,23,5593.54,30,web
558,1,technology,1,0,17,26197.9,30,web
559,4,technology,41,0,14,44961.14,30,web
560,1,technology,10,0,19,6000,30,web
561,71,technology,5566,1,11,5000,30,web
562,3,technology,101,0,27,100000,30,web
563,9,technology,71,0,22,13676.41,20,web
564,1,technology,1,0,10,2500,60,web
566,4,technology,51,1,13,54.47,15,web
567,7,technology,156,0,18,4116.51,30,web
568,2,technology,21,0,11,2900,30,web
569,37,technology,4257,1,23,3750,60,web
570,6,technology,532,0,19,10000,60,web
571,2,technology,50,0,15,10000,30,web
572,2,technology,10,0,17,24736.92,60,web
573,3,technology,4,0,11,10000,30,web
574,11,technology,1300,0,20,20000,29,web
575,13,technology,632.29,0,21,7449.98,60,web
576,5,technology,508,0,25,11000,30,web
577,3,technology,3.29,0,2,7565.83,28,web
578,1,technology,200,0,14,20000,30,web
579,2,technology,23,0,12,1141.05,30,web
580,3,technology,145,0,16,15000,30,web
581,1,technology,1,0,12,14000,30,web
582,0,technology,0,0,25,25000,60,web
583,23,technology,1884,0,19,33407.98,30,web
584,1,technology,1.29,0,22,1485.56,60,web
585,6,technology,148,0,20,10000,60,web
586,3,technology,116,0,17,100000,30,web
587,7,technology,113,0,8,9829.28,60,web
588,1,technology,1,0,6,36300,60,web
589,9,technology,438,0,24,25000,30,web
590,1,technology,1,0,21,6687.75,30,web
591,0,technology,0,0,7,75000,45,web
592,30,technology,1602,0,15,10934.72,22,web
593,0,technology,0,0,22,5000,60,web
594,3,technology,52,0,24,10000,30,web
595,25,technology,4370,0,20,16904.57,35,web
