id,backers_count,category,pledged,state,blurb_length,goal_in_usd,campaign_duration,sub_category
6315,3,technology,10,0,13,563.85,30,diy electronics
6316,108,technology,3391,1,15,2218.9,21,diy electronics
6317,2,technology,70,0,22,20000,60,diy electronics
6318,14,technology,25000,1,23,27489.02,30,diy electronics
6319,8,technology,219,0,22,1311.38,30,diy electronics
6320,3,technology,831.84,0,17,6075.83,30,diy electronics
6321,32,technology,1313,1,19,1000,21,diy electronics
6322,5,technology,2631,0,10,10000,60,diy electronics
6323,29,technology,2423,1,17,2253.95,30,diy electronics
6324,105,technology,13432,0,22,30836.64,29,diy electronics
6325,11,technology,1581,0,15,55701.28,40,diy electronics
6326,11,technology,991,0,20,12500,50,diy electronics
6327,88,technology,4081,0,8,32204.51,46,diy electronics
6328,1474,technology,134563.03,1,22,20000,40,diy electronics
6329,165,technology,22933.32,1,8,5431.3,30,diy electronics
6330,67,technology,6456,1,20,2069.52,30,diy electronics
6331,242,technology,5116,1,23,800,19,diy electronics
6332,105,technology,7771,1,21,6000,30,diy electronics
6333,4,technology,670,0,21,23488.29,60,diy electronics
6334,6,technology,76,0,18,250,30,diy electronics
6335,0,technology,0,0,23,60000,30,diy electronics
6336,21,technology,6221,1,15,1000,30,diy electronics
6337,33,technology,34681.32,1,22,11344.05,34,diy electronics
6339,58,technology,12687.34,1,12,5000,30,diy electronics
6340,7,technology,652,0,21,1444.26,30,diy electronics
6341,316,technology,15024,1,18,14915.38,21,diy electronics
6342,272,technology,8661,1,7,4134.59,30,diy electronics
6343,9,technology,6852,0,20,250000,29,diy electronics
6344,6,crafts,211,0,5,500,30,diy
6345,4,crafts,33,0,19,1000,30,diy
6346,1,crafts,1,0,25,14024.51,20,diy
6347,52,crafts,1879,0,19,7500,30,diy
6348,0,crafts,0,0,21,150982.25,30,diy
6349,0,crafts,0,0,5,500,30,diy
6350,0,crafts,0,0,8,2000,30,diy
6351,102,crafts,1371.32,1,12,775.35,30,diy
6352,20,crafts,740,0,23,7040,30,diy
6353,2,crafts,6,0,24,500000,60,diy
6354,0,crafts,0,0,7,25000,60,diy
6355,3,crafts,31,0,21,5000,30,diy
6356,0,crafts,0,0,14,5000,45,diy
6357,11,crafts,144,0,18,1650,30,diy
6358,1,crafts,12,0,21,1243.23,29,diy
6359,198,crafts,6400,1,11,4000,20,diy
6360,4,crafts,161,0,18,2500,50,diy
6361,1,crafts,30,0,12,200,30,diy
6362,21,crafts,1443,0,20,12000,38,diy
6363,0,crafts,0,0,20,14639.96,32,diy
6364,2,crafts,35,0,16,20000,60,diy
6365,1,crafts,10,0,15,500,45,diy
6366,0,crafts,0,0,9,5000,30,diy
6367,10,crafts,180,0,21,1558.21,30,diy
6368,2,crafts,4,0,24,1370,37,diy
6369,1,crafts,1,0,27,2000,3,diy
6370,10,crafts,149,0,8,1000,30,diy
6371,1,crafts,10,0,24,376.73,30,diy
6372,1,crafts,1,0,23,7625.62,30,diy
6373,1,crafts,1,0,16,3050.43,30,diy
6374,69,crafts,11768,1,11,8554.88,60,diy
6375,65,crafts,12959,0,22,37000,35,diy
6376,0,crafts,0,0,18,59735.47,30,diy
6377,35,crafts,3895,1,20,4011.43,30,diy
6378,0,crafts,0,0,29,750.4,30,diy
6379,0,crafts,0,0,26,20000,30,diy
6380,6,crafts,370,0,19,22359.8,60,diy
6381,938,crafts,46348,1,21,16450,30,diy
6382,4,crafts,111,0,19,950,25,diy
6383,1,crafts,2,0,15,1047.89,30,diy
6384,6,crafts,139.29,0,17,346.69,58,diy
6385,26,crafts,1413,0,24,29000,30,diy
6386,5,crafts,205,0,20,800,30,diy
6387,4,crafts,582,0,12,6000,60,diy
6388,0,crafts,0,0,23,600,29,diy
6389,1,crafts,20,0,23,3500,30,diy
6390,26,crafts,1146,1,21,200,30,diy
6391,22,crafts,1706,0,17,7610.09,56,diy
6392,2,crafts,24,0,23,500,15,diy
6393,5,crafts,317,0,22,11500,30,diy
6394,2,crafts,60,0,21,350000,31,diy
6395,132,crafts,2787,1,19,853.85,30,diy
6396,6,crafts,177,0,9,250000,30,diy
6397,0,crafts,0,0,15,539.65,45,diy
6398,79,crafts,3682,1,12,372.55,15,diy
6399,1,crafts,70,0,14,18187.97,60,diy
6400,311,crafts,24618,1,14,17000,40,diy
6401,43,crafts,3190,1,26,3000,30,diy
6402,5,crafts,417,1,17,100,60,diy
6403,15,crafts,1161,1,18,700.91,52,diy
6404,2,crafts,2,0,16,65000,30,diy
6405,6,crafts,105,1,23,118.7,40,diy
6406,2,crafts,51,0,12,10000,30,diy
6407,42,crafts,2525,1,16,2500,30,diy
6408,10,crafts,15288,1,27,1286.9,7,diy
6409,13,crafts,1651,0,3,6232.95,30,diy
6410,1,crafts,5,0,7,1000,30,diy
6411,1,crafts,1,0,22,1000,30,diy
6412,2,crafts,11,0,22,15000,30,diy
6413,2,crafts,36,0,18,1500,30,diy
6414,6,crafts,192,0,22,740.87,30,diy
6415,0,crafts,0,0,24,5000,30,diy
6416,0,crafts,0,0,20,9750,30,diy
6417,0,crafts,0,0,25,300,30,diy
6418,1,crafts,30,0,19,1500,7,diy
6419,3,crafts,126,0,25,200,30,diy
6420,0,crafts,0,0,22,250,30,diy
6421,47,crafts,10240,1,17,8900,49,diy
6422,3,crafts,7.66,0,24,50000,45,diy
6423,9,crafts,624,0,26,5000,25,diy
6424,3,crafts,100,0,23,500,30,diy
6425,8,crafts,258,0,23,4700,40,diy
6426,3,crafts,21,0,11,15000,30,diy
6427,102,crafts,4379,1,16,2500,14,diy
6428,7,crafts,243,0,25,5000,30,diy
6429,2,crafts,51,0,13,17865.84,45,diy
6430,4,crafts,41,0,21,300,60,diy
6431,0,crafts,0,0,22,3000,30,diy
6432,0,crafts,0,0,19,5000,45,diy
6433,1,crafts,1,0,11,500,20,diy
6434,64,crafts,1824,1,15,1200,30,diy
6435,6,crafts,116,0,20,1137.59,40,diy
6436,74,crafts,3513,1,22,3000,34,diy
6437,0,crafts,0,0,24,595.22,30,diy
6438,64,crafts,1185,1,18,350,30,diy
6439,3,crafts,30,0,22,1000,30,diy
6440,7,crafts,62,0,20,5000,30,diy
6441,3,crafts,90,0,21,5000,30,diy
6442,1,crafts,1,0,23,2000,30,diy
6443,1,crafts,1,0,17,1883.86,30,diy
6444,2,crafts,2,0,21,75000,27,diy
6445,2,crafts,410,0,24,241.11,9,diy
6446,56,crafts,1976,1,25,900,30,diy
6447,1,crafts,33,0,20,1500,30,diy
6448,39,crafts,994.5,1,17,500,30,diy
6449,4,crafts,65,0,18,300,60,diy
6450,12,crafts,541,1,21,500,29,diy
6451,7,crafts,245,0,23,1000,15,diy
6452,24,crafts,562,1,6,300,30,diy
6453,5,crafts,128,0,19,15692.43,30,diy
6454,3,crafts,40,0,21,1000,39,diy
6455,3,crafts,98,0,7,4547.41,60,diy
6456,50,crafts,1648,1,22,1000,30,diy
6457,18,crafts,3365,1,6,128.78,20,diy
6458,27,crafts,5170,1,8,5000,30,diy
6459,1,crafts,2,0,20,1101.82,30,diy
6460,1,crafts,120,0,20,3000,30,diy
6461,18,crafts,758,1,18,500,31,diy
6462,40,crafts,3612.29,1,23,2599.8,20,diy
6463,20,crafts,429,1,25,464,30,diy
6464,2,crafts,31,0,9,32500,60,diy
6465,201,crafts,16490,1,8,10771.24,30,diy
6466,130,crafts,6750,1,20,5000,30,diy
6467,187,crafts,5007,1,27,1500,30,diy
6468,2,crafts,2,0,19,10000,30,diy
6469,1,crafts,1,0,27,1500,15,diy
6470,2,crafts,138,0,18,5500,15,diy
6471,2,crafts,26,0,14,3000,60,diy
6472,3,crafts,17,0,3,300,59,diy
6473,0,crafts,0,0,20,200,60,diy
6474,1,crafts,25,0,16,2500,30,diy
6475,2,crafts,40,0,22,10000,30,diy
6476,3,crafts,7000,0,18,4010.46,24,diy
6477,2,crafts,75,0,23,200,37,diy
6478,3,crafts,34,0,19,4158.71,60,diy
6479,2,crafts,52,0,22,4577.51,30,diy
6480,1,crafts,1,0,16,7437.99,30,diy
6481,43,crafts,1243,0,22,6190.7,30,diy
6482,0,crafts,0,0,24,1800,30,diy
6483,1,crafts,10,0,25,8000,60,diy
6484,0,crafts,0,0,25,500,30,diy
6485,1,crafts,11,0,17,15864.76,60,diy
6486,0,crafts,0,0,18,1928.46,60,diy
6487,1,crafts,5,0,15,1000,45,diy
6488,0,crafts,0,0,11,10000,30,diy
6489,1,crafts,1,0,18,300,6,diy
6490,20,crafts,1092,0,24,15000,30,diy
6491,2,crafts,3,0,6,6663,60,diy
6492,3,crafts,32,1,28,10,30,diy
6493,1,crafts,1,0,17,800,35,diy
6494,2,crafts,67.32,0,10,427.39,30,diy
6495,21,crafts,202,1,7,125,30,diy
6496,3,crafts,485,0,21,1278.54,42,diy
6498,10,crafts,167,0,10,5000,60,diy
6499,7,crafts,166,0,9,400,60,diy
6500,3,crafts,79,0,18,500000,60,diy
6501,5,crafts,1360,1,18,1000,30,diy
6502,49,crafts,5137.29,1,7,3692.76,37,diy
6503,77,crafts,12045,1,8,12000,35,diy
6504,9,art,248,1,24,227.66,60,digital art
6505,14,art,331,1,12,45,30,digital art
6506,3,art,11,0,25,84.28,30,digital art
6507,3,art,10,0,12,450,45,digital art
6508,7,art,127,1,16,125.74,60,digital art
6509,1,art,5,0,21,750,30,digital art
6510,64,art,1792,1,16,350,27,digital art
6511,1,art,1,0,5,4747.11,30,digital art
6512,5,art,76,0,21,1300,34,digital art
6513,3,art,21,0,22,4724.39,30,digital art
6514,10,art,522,0,21,6000,36,digital art
6515,23,art,495,1,9,300,15,digital art
6516,3,art,471,0,29,8000,20,digital art
6517,4,art,545,1,23,425,9,digital art
6518,4,art,56,0,26,1000,30,digital art
6519,27,art,1354,1,14,66.87,14,digital art
6520,49,art,509,1,15,500,29,digital art
6521,5,art,197,0,17,500,25,digital art
6522,3,art,26,0,24,1200,20,digital art
6523,4,art,66.29,1,23,38.61,30,digital art
6524,6,art,180,1,22,30,7,digital art
6525,2,art,20,0,21,17721.7,60,digital art
6526,315,art,15666,1,23,3500,60,digital art
6527,6,art,455,0,13,1504.93,45,digital art
6528,0,art,0,0,24,1000,31,digital art
6529,4,art,56,0,11,245.7,30,digital art
6530,3,art,24,0,21,500,60,digital art
6531,1,art,1,0,20,3500,60,digital art
6532,14,art,591,1,20,500,15,digital art
6533,115,art,5784,1,15,5200,33,digital art
6534,11,art,274,1,17,347.95,20,digital art
6535,16,art,1752,0,15,110000,40,digital art
6536,23,art,1595,1,24,1200,32,digital art
6537,2,art,6,0,22,956.59,30,digital art
6538,2,art,150,0,16,4000,30,digital art
6539,5,art,22,0,29,3000,40,digital art
6540,6,art,311,1,7,100,30,digital art
6541,9,art,256,1,18,200,15,digital art
6542,3,art,29,0,9,280,25,digital art
6543,1,art,1,0,27,6457.19,33,digital art
6544,6,art,177.29,0,22,13796.92,36,digital art
6545,44,art,4118,0,23,10000,30,digital art
6546,4,art,60,0,21,350,30,digital art
6547,9,art,144,0,17,379.23,30,digital art
6548,5,art,505,1,19,500,24,digital art
6549,9,art,766.32,0,26,1615.17,60,digital art
6550,2,art,70,0,22,1359.76,30,digital art
6551,4,art,32,0,14,150,34,digital art
6552,82,art,959,1,11,177,30,digital art
6553,83,art,3092,0,24,20000,30,digital art
6554,79,art,10571,1,17,10000,46,digital art
6555,2,art,2,0,20,108843.92,33,digital art
6556,68,art,3096,0,20,6000,30,digital art
6557,25,art,501,1,20,300,30,digital art
6558,4,art,23,0,4,450,30,digital art
6559,9,art,166,0,25,1500,30,digital art
6560,295,art,20153,1,8,3500,60,digital art
6561,10,art,920,0,14,15000,30,digital art
6562,2,art,11,0,18,100,8,digital art
6563,0,art,0,0,16,10000,30,digital art
6564,8,art,76,0,8,234.34,30,digital art
6565,2,art,116,0,22,13578.79,60,digital art
6566,28,art,625,1,23,242.51,13,digital art
6567,6,art,258,0,25,1000,36,digital art
6568,3,art,116,0,16,500,45,digital art
6569,12,art,1132,0,16,20977.78,34,digital art
6570,132,art,12901,1,21,9644.99,30,digital art
6571,1,crafts,10,0,16,1276.61,20,crochet
6572,3,crafts,30,0,26,7795.51,30,crochet
6573,15,crafts,2000,1,23,2000,17,crochet
6574,15,crafts,626,1,19,395,26,crochet
6575,1,crafts,1,0,19,10000,30,crochet
6576,0,crafts,0,0,29,1531.41,30,crochet
6577,7,crafts,124,1,21,50,30,crochet
6578,1,crafts,30,0,10,221.4,60,crochet
6579,0,crafts,0,0,25,1500,42,crochet
6580,36,crafts,1102,1,14,1282,30,crochet
6581,2,crafts,4,0,22,1850,60,crochet
6582,4,crafts,161,1,15,24.76,30,crochet
6583,0,crafts,0,0,26,2000,30,crochet
6584,0,crafts,0,0,27,600,30,crochet
6585,2,crafts,100,1,21,75.03,20,crochet
6586,1,crafts,21,0,24,1000,30,crochet
6587,3,crafts,39,0,24,300,30,crochet
6588,2,fashion,20,0,7,4515.75,19,couture
6589,0,fashion,0,0,17,77777,30,couture
6590,0,fashion,0,0,20,500000,46,couture
6591,3,fashion,3,0,18,3512.13,12,couture
6592,3,fashion,55,0,23,7780.88,30,couture
6593,0,fashion,0,0,22,6646,32,couture
6594,1,fashion,1,0,23,68665.36,60,couture
6595,61,fashion,6051,1,18,6000,30,couture
6596,2,fashion,29,0,22,25000,20,couture
6597,3,fashion,3,0,22,113374.83,30,couture
6598,1,fashion,20,0,24,1112.7,18,couture
6599,2,fashion,3,0,19,38535.15,30,couture
6600,2,fashion,110,0,11,3077.27,30,couture
6601,2,fashion,11,0,5,3321.9,20,couture
6602,61,fashion,5375,1,19,5567.93,30,couture
6603,63,food,9705,0,10,17000,60,cookbooks
6604,415,food,18509,1,23,15000,34,cookbooks
6605,171,food,14645.29,1,20,6316.26,60,cookbooks
6606,24,food,1166,0,14,3500,30,cookbooks
6607,374,food,28776.72,0,19,78131.84,51,cookbooks
6608,14,food,671,1,22,500,60,cookbooks
6609,8,food,217,0,29,12064.32,30,cookbooks
6610,100,food,5853,1,20,3000,28,cookbooks
6611,0,food,0,0,25,5000,30,cookbooks
6612,5,food,398,0,20,14500,30,cookbooks
6613,3,food,3,0,20,314.53,9,cookbooks
6614,50,food,1594,0,24,3800,21,cookbooks
6615,1,food,25,0,10,3215.55,43,cookbooks
6616,1112,food,91465,1,11,45000,31,cookbooks
6617,202,food,12318,1,10,5000,28,cookbooks
6618,0,food,0,0,25,7500,30,cookbooks
6619,94,food,4430,0,19,19952.73,28,cookbooks
6620,8,food,228,0,7,1200,30,cookbooks
6621,4,food,80,0,22,27290,34,cookbooks
6622,1,food,1,0,17,4603.79,30,cookbooks
6623,418,food,26714,1,16,12000,33,cookbooks
6624,191,food,9016,1,18,1800,33,cookbooks
6625,0,food,0,0,24,37078.46,60,cookbooks
6626,54,food,3024,1,27,4326.65,30,cookbooks
6627,1,food,1,0,11,1100,16,cookbooks
6628,1486,food,127765.69,1,10,65000,45,cookbooks
6629,1280,food,30026,1,18,9500,29,cookbooks
6630,0,food,0,0,14,233.86,30,cookbooks
6631,0,food,0,0,17,3500,30,cookbooks
6632,3,food,61,0,16,6534.24,30,cookbooks
6633,729,food,36656.32,1,15,3232.09,32,cookbooks
6634,13,food,183,1,20,100,10,cookbooks
6635,66,food,2781.89,1,17,2527.17,30,cookbooks
6636,3,food,22,0,22,5327.54,30,cookbooks
6637,114,food,10284,1,7,11679.62,47,cookbooks
6638,100,food,344836.8,1,11,15417.03,30,cookbooks
6639,123,food,17404,1,21,17000,30,cookbooks
6640,1511,food,86179.2,1,22,3000,31,cookbooks
6641,9,food,635,0,24,17037.98,30,cookbooks
6642,113,food,9255,1,19,4912.94,30,cookbooks
6643,3,food,1200,0,25,3073.94,30,cookbooks
6644,3,food,15,0,23,12878.89,30,cookbooks
6645,1,food,35,0,18,1925,10,cookbooks
6646,13,food,5750,1,23,5750,45,cookbooks
6647,137,food,9661,0,24,85000,30,cookbooks
6648,2,food,10,0,10,2964.69,30,cookbooks
6649,816,food,27508,1,17,7000,59,cookbooks
6650,52,food,519,1,20,704.35,5,cookbooks
6651,50,art,1660,1,23,1000,23,conceptual art
6652,10,art,600,1,26,667.85,60,conceptual art
6653,1,art,1,0,25,13318.93,60,conceptual art
6654,24,art,1171,1,19,1050,38,conceptual art
6655,41,art,1685,1,17,1500,10,conceptual art
6656,3,art,51,0,22,1788.25,60,conceptual art
6657,25,art,1620,0,17,5000,30,conceptual art
6658,14,art,708.22,0,13,5000,45,conceptual art
6659,74,art,2903.22,1,21,2850,31,conceptual art
6660,3,art,8,0,22,250,54,conceptual art
6661,56,art,2500,1,20,2100,15,conceptual art
6662,10,art,800,0,22,5000,30,conceptual art
6663,98,art,230309,1,7,455.84,60,conceptual art
6664,1,art,5,0,13,112930.55,45,conceptual art
6665,437,art,24270.4,1,17,20000,30,conceptual art
6666,18,art,1786,1,21,1000,28,conceptual art
6667,3,art,668,0,24,2100,22,conceptual art
6668,25,art,501,1,21,475,30,conceptual art
6669,1745,art,907743.88,1,11,10754.52,20,conceptual art
6670,49,art,3087,1,22,3000,30,conceptual art
6671,28,art,2420,1,7,1700,21,conceptual art
6672,1,art,1,0,14,19000,30,conceptual art
6673,7,art,973,0,19,3000,30,conceptual art
6674,0,art,0,0,20,7024.87,21,conceptual art
6675,2,art,300,0,25,8000,45,conceptual art
6676,0,art,0,0,24,20000,30,conceptual art
6677,40,art,1147,1,24,1000,47,conceptual art
6678,1,art,10,0,22,2499,30,conceptual art
6679,0,art,0,0,25,1000,22,conceptual art
6680,6,art,83,0,21,28196.18,40,conceptual art
6681,1,art,1,0,22,38300,25,conceptual art
6682,27,art,4034,1,20,4000,26,conceptual art
6683,10,art,687,0,17,20000,30,conceptual art
6684,1,art,5,0,19,1869.77,30,conceptual art
6685,7,art,355,0,17,2000,33,conceptual art
6686,57,art,2440.11,0,17,3000,30,conceptual art
6687,2,art,70,0,23,1100,34,conceptual art
6688,14,food,1936,0,19,3550,30,community gardens
6689,48,food,7536,1,22,7500,45,community gardens
6690,1,food,107,0,18,6000,30,community gardens
6691,7,food,51,0,22,15000,18,community gardens
6692,33,food,2789,0,23,10000,30,community gardens
6693,1,food,22,0,19,125000,30,community gardens
6694,2,food,6,0,22,25000,22,community gardens
6695,4,food,37,0,22,15000,60,community gardens
6696,68,food,3530,1,20,3250,27,community gardens
6697,4,food,16,0,21,5000,30,community gardens
6698,18,food,666,0,23,10000,25,community gardens
6699,233,comics,7172,1,8,4250,30,comic books
6700,57,comics,925.04,1,25,398.7,14,comic books
6701,94,comics,4709,1,25,4500,60,comic books
6702,71,comics,2079,1,23,2000,18,comic books
6703,111,comics,2370,1,8,2000,30,comic books
6704,84,comics,2038,1,19,1200,30,comic books
6705,330,comics,5994,1,11,4085.95,16,comic books
6706,127,comics,3548,1,11,500,30,comic books
6707,49,comics,4027.29,1,18,3018.29,30,comic books
6708,56,comics,1618,1,20,1200,30,comic books
6709,81,comics,2733,1,21,1000,30,comic books
6710,145,comics,4049,1,22,2000,30,comic books
6711,35,comics,479,1,11,211,31,comic books
6712,406,comics,35452,1,17,26315.3,30,comic books
6713,75,comics,2172.5,1,20,1751,19,comic books
6714,339,comics,11863,1,22,3500,40,comic books
6715,121,comics,3918,1,9,3000,30,comic books
6716,1674,comics,137325,1,9,10000,30,comic books
6717,91,comics,2355,1,22,1500,30,comic books
6718,60,comics,8110,1,14,6900,30,comic books
6719,216,comics,86318.71,1,14,5695.75,29,comic books
6720,10,comics,100,1,28,100,15,comic books
6721,239,comics,10455.38,1,22,7500,36,comic books
6722,257,comics,8449,1,15,7800,30,comic books
6723,295,comics,11319,1,23,5000,31,comic books
6724,126,comics,3055,1,21,2160,19,comic books
6725,867,comics,28186,1,20,15000,30,comic books
6726,23,comics,747.29,1,11,79.24,27,comic books
6727,32,comics,1000,1,26,1383.05,37,comic books
6728,87,comics,2550,1,22,2000,32,comic books
6729,69,comics,1966,1,17,1000,31,comic books
6730,34,comics,2041,1,24,2000,31,comic books
6731,881,comics,65537.5,1,23,10000,30,comic books
6732,101,comics,2334,1,13,1700,27,comic books
6733,87,comics,2250,1,20,2000,55,comic books
6734,213,comics,8015,1,18,2000,31,comic books
6735,365,comics,22060,1,9,19000,30,comic books
6736,101,comics,1405,1,6,1121.76,18,comic books
6737,180,comics,3770,1,24,2500,22,comic books
6738,130,comics,3871,1,23,3000,15,comic books
6739,895,comics,45495,1,10,3500,31,comic books
6740,132,comics,3595,1,10,3000,30,comic books
6741,22,comics,510,1,18,500,45,comic books
6742,123,comics,3676,1,13,2000,33,comic books
6743,162,comics,5371,1,14,1000,30,comic books
6744,202,comics,7348,1,21,5000,25,comic books
6745,95,comics,2628,1,15,1000,31,comic books
6746,76,comics,2556,1,7,2300,60,comic books
6747,365,comics,22575,1,24,4626.98,21,comic books
6748,140,comics,2367,1,23,1943.92,42,comic books
6749,72,comics,3323,1,19,1250,45,comic books
6750,18,comics,177,1,8,127.14,39,comic books
6751,85,comics,1595,1,23,500,30,comic books
6752,40,comics,1642,1,8,300,30,comic books
6753,119,comics,11562,1,17,10000,30,comic books
6754,133,comics,5190,1,20,3500,28,comic books
6755,495,comics,11872,1,12,3200,29,comic books
6756,85,comics,2618,1,21,2500,31,comic books
6757,2363,comics,295888,1,22,15000,30,comic books
6758,125,comics,5293,1,23,3000,31,comic books
6759,230,comics,7419,1,23,7000,21,comic books
6760,75,comics,3335,1,14,250,16,comic books
6761,74,comics,747,1,6,552.23,30,comic books
6762,114,comics,4268,1,15,500,30,comic books
6763,21,comics,664,1,6,200,30,comic books
6764,78,comics,2582,1,23,1500,30,comic books
6765,239,comics,25773,1,17,15000,30,comic books
6766,160,comics,6895.66,1,18,6500,30,comic books
6767,140,comics,9872,1,9,7000,30,comic books
6768,271,comics,10570.32,1,14,2546.94,35,comic books
6769,52,comics,1556,1,16,554.99,15,comic books
6770,33,comics,903,1,15,800,30,comic books
6772,20,comics,678,1,22,500,30,comic books
6773,15,comics,531,1,22,250,30,comic books
6774,24,comics,903.29,1,22,658.07,30,comic books
6775,72,comics,1905,1,10,1500,30,comic books
6776,89,comics,6305,1,11,5000,30,comic books
6777,480,comics,14789,1,20,7500,21,comic books
6778,141,comics,6674,1,5,5000,30,comic books
6779,227,comics,19524,1,24,7000,25,comic books
6780,211,comics,3359,1,22,4149.66,32,comic books
6781,47,comics,1010,1,27,1000,11,comic books
6782,23,comics,1579.32,1,10,1148.5,29,comic books
6783,704,comics,13313,1,13,3690.35,30,comic books
6784,105,comics,3249,1,19,3100,27,comic books
6785,154,comics,6132,1,21,5000,30,comic books
6786,99,comics,7588,1,23,5000,31,comic books
6787,52,comics,834,1,5,429.45,11,comic books
6788,54,comics,3436,1,25,3000,33,comic books
6789,82,comics,2615,1,19,2500,30,comic books
6790,428,comics,8933,1,23,4151.98,32,comic books
6791,136,comics,3404,1,17,3000,34,comic books
6792,373,comics,14778,1,15,8000,30,comic books
6793,63,comics,3066,1,18,3000,30,comic books
6794,65,comics,3206,1,19,2627.39,33,comic books
6795,301,comics,4890,1,20,2609.7,32,comic books
6796,30,comics,1500,1,14,1500,32,comic books
6797,520,comics,34469,1,20,10000,25,comic books
6798,83,comics,1562,1,21,1549.67,30,comic books
6799,108,comics,2297,1,19,2000,30,comic books
6800,41,comics,1497,1,13,1200,30,comic books
6801,66,comics,3808,1,15,222,6,comic books
6802,64,comics,1170,1,15,250,30,comic books
6803,46,comics,1727,1,5,300,30,comic books
6804,155,comics,3782,1,21,2500,30,comic books
6805,120,comics,2920.29,1,18,779.38,24,comic books
6806,161,comics,5123.29,1,13,2254.61,30,comic books
6807,211,comics,5530,1,23,3000,35,comic books
6808,123,comics,1951,1,9,551.24,30,comic books
6809,44,comics,681,1,17,500,30,comic books
6810,473,comics,12075,1,20,6666,25,comic books
6811,66,comics,1448,1,16,200,30,comic books
6812,85,comics,3302,1,23,2000,36,comic books
6813,170,comics,6998.29,1,7,4307.76,29,comic books
6814,43,comics,784,1,23,520.1,33,comic books
6815,50,comics,2213,1,4,1700,23,comic books
6816,167,comics,11367,1,25,10000,30,comic books
6817,85,comics,3145,1,15,800,30,comic books
6818,119,comics,3468,1,13,3000,30,comic books
6819,46,comics,1937,1,15,299,6,comic books
6820,231,comics,5690,1,4,4500,29,comic books
6821,122,comics,4466,1,15,3500,30,comic books
6822,82,comics,1387,1,21,800,31,comic books
6823,183,comics,6874,1,23,2000,15,comic books
6824,38,comics,2373.29,1,24,414.07,15,comic books
6825,332,comics,5271,1,24,1500,30,comic books
6826,117,comics,6303,1,21,4000,29,comic books
6827,84,comics,1906,1,24,2016.9,35,comic books
6828,60,comics,1392,1,22,1000,30,comic books
6829,259,comics,5384,1,21,1500,16,comic books
6830,323,comics,19744,1,21,999,12,comic books
6831,118,comics,2757,1,11,2428.05,30,comic books
6832,297,comics,10472,1,25,3150,30,comic books
6833,213,comics,10012,1,6,5000,27,comic books
6834,53,comics,1642,1,13,500,30,comic books
6835,166,comics,3022,1,22,1800,14,comic books
6836,37,comics,700,1,16,613.6,20,comic books
6837,342,comics,12999,1,19,885.33,22,comic books
6838,36,comics,608.69,1,8,600,20,comic books
6839,39,comics,508,1,21,655.69,30,comic books
6840,329,comics,11056,1,19,3200,37,comic books
6841,26,comics,1180.32,1,6,717.23,30,comic books
6842,34,comics,853,1,27,982.93,29,comic books
6843,106,comics,12777,1,15,10000,28,comic books
6844,57,comics,1288,1,25,1100,30,comic books
6845,48,comics,2362,1,24,1500,30,comic books
6846,22,comics,564,1,3,500,30,comic books
6847,491,comics,13068,1,15,5500,30,comic books
6848,61,comics,6920,1,19,4000,30,comic books
6849,218,comics,6101,1,10,900,30,comic books
6850,118,comics,4285,1,10,3200,26,comic books
6851,30,comics,712,1,21,300,20,comic books
6852,231,comics,7201,1,19,4000,30,comic books
6853,58,comics,1517,1,14,400,30,comic books
6855,160,comics,1679.5,1,15,1304.9,30,comic books
6856,113,comics,30394,1,16,1174.8,35,comic books
6857,32,comics,698,1,19,600,30,comic books
6858,174,comics,6519,1,18,4600,30,comic books
6859,29,comics,516,1,20,250,30,comic books
6860,339,comics,5562,1,22,3500,30,comic books
6861,137,comics,3772,1,20,3500,15,comic books
6862,239,comics,5545,1,15,5000,29,comic books
6863,213,comics,3554,1,24,3481.25,28,comic books
6864,138,comics,6384.32,1,20,1776.31,21,comic books
6865,98,comics,2654,1,17,2000,30,comic books
6867,55,comics,2372.29,1,17,553.18,30,comic books
6869,240,comics,6076,1,24,4500,30,comic books
6870,46,comics,1030,1,14,1000,31,comic books
6871,102,comics,2214,1,19,350,30,comic books
6872,57,comics,1928,1,21,1200,14,comic books
6873,424,comics,38014,1,12,30000,33,comic books
6874,39,comics,634,1,13,300,30,comic books
6875,105,comics,2253,1,15,1400,30,comic books
6876,101,comics,3807,1,14,2500,25,comic books
6877,126,comics,3379.29,1,21,2283.71,22,comic books
6878,28,comics,2000,1,11,2000,30,comic books
6879,50,comics,1677,1,15,299,5,comic books
6880,88,comics,3838,1,25,3500,30,comic books
6881,31,comics,3605,1,10,3600,31,comic books
6882,36,comics,1282,1,14,1200,38,comic books
6883,111,comics,496,1,7,78.46,7,comic books
6884,213,comics,1947,1,15,1983.31,25,comic books
6885,38,comics,1280,1,13,500,21,comic books
6886,55,comics,1956,1,13,1500,24,comic books
6887,146,comics,5540,1,10,5000,9,comic books
6888,36,comics,1088,1,24,1000,31,comic books
6889,170,comics,7500,1,23,6000,30,comic books
6890,372,comics,15255,1,23,3200,45,comic books
6891,285,comics,22353,1,12,22456.19,27,comic books
6892,374,comics,16343.29,1,12,4410.5,30,comic books
6893,130,comics,12242,1,16,5000,10,comic books
6894,57,comics,2375,1,7,500,18,comic books
6895,69,comics,5007,1,22,500,25,comic books
6896,100,comics,2080.29,1,26,1172.63,30,comic books
